,product_name,review_title,review_body,review_rating,review_date,user_username,user_profile_url,verified_purchase
10,PlayStation 5 Console,Finally got one and I love it!,"It took a while, but I finally got myself a PS5.  So far, I am loving it.  I have the new PS Plus and have a large library of games to play through that. I heard people say how awesome the controller is, but I wasn't convinced until I tried it for myself.  I love how games can put resistance on the triggers.  It's used in Horizon Forbidden west and it really awesome to feel that feedback/resistance when doing certain actions.",5.0 out of 5 stars,"September 26, 2022",Chris,https://www.amazon.com/gp/profile/amzn1.account.AE5DPPWLICORTD46X34MCWHG2RPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
11,PlayStation 5 Console,Excelente precio,Me parece muy justa la propuesta de Amazon,5.0 out of 5 stars,"October 24, 2022",Amazon Customer,https://www.amazon.com/gp/profile/amzn1.account.AEKPKXVNSS4OUX23W2ECSUQOVKYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
12,PlayStation 5 Console,Very happy with the graphics and the controller,"I didn't want to pay some eBay scalper a premium for a PS5, so few months ago I signed up for an ""invitation"" to buy one from Amazon at retail. I figured I had a slim chance of actually getting a PS5, but I could wait. Fast forward a few months and I was happy to see an invitation from Amazon!I am very glad that I got it. The graphics are the best I've seen and the controller is great! It even has a touch pad and tilt control.The only games I care about are racing simulators. I bought Gran Turismo 7, WRC 10, and Need For Speed Remastered. The PS5 does great with those games except for the latter (which is a PS4 game). It works with the PS5 controller, but not with a steering wheel and pedals. (This is the game developer's issue, not Sony's). But hopefully in a few months they will issue a new version of Need for Speed for the PS5.Anyway, get one of these if you can!",5.0 out of 5 stars,"September 6, 2022",Brett C.,https://www.amazon.com/gp/profile/amzn1.account.AGI5GSPVR53KKPB4BGU7SP4IDVFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
13,PlayStation 5 Console,Amazing once I was finally able to get one,"Love the console, only hard part was actually finding it in stock",5.0 out of 5 stars,"October 18, 2022",John B,https://www.amazon.com/gp/profile/amzn1.account.AHTWH5J32FK4SVVBXOYGAJFK7C3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
14,PlayStation 5 Console,Graphics are like butter,"The PS4 is a wonderful gaming machine. However, there is always something imperceptible during active gameplay. It became quite evident once I fired up the PS5 and suddenly felt like I was leaning into the screen. Everything looks closer, smoother, the subtitle movement graininess in the PS4 pro was missing. PVP players don’t suddenly appear out of nowhere. Precision shots are now possible even at greater distances. Best of all paying regular retail price a blessing. Thank you.",5.0 out of 5 stars,"September 18, 2022",Artxruss,https://www.amazon.com/gp/profile/amzn1.account.AGGQAVHLPOP5T36QR24B33INXIAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
15,PlayStation 5 Console,Very good console,"This console works very good and have no problems with the seller, but I think my series x might be better in terms of games.",5.0 out of 5 stars,"October 7, 2022",Logan,https://www.amazon.com/gp/profile/amzn1.account.AHGWU2RHSW6CKKQVR66OZYLLIKCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
16,PlayStation 5 Console,PlayStation 5,I love my PS5. Lost my 1st one to damage and was lucky to score a 2nd on Amazon!!!,5.0 out of 5 stars,"October 11, 2022",William Anthony,https://www.amazon.com/gp/profile/amzn1.account.AE5LX3O636UAXTFVHOISVAIDU2HQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
17,PlayStation 5 Console,Best Playstation Ever Made!,"This is the best Playstation ever made, and almost impossible to buy. The graphics and gameplay is stunning!",5.0 out of 5 stars,"October 7, 2022",Jared Quass,https://www.amazon.com/gp/profile/amzn1.account.AFYTUQYWBBB7SP3CGVWDWMENBI2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
18,PlayStation 5 Console,p5 is the best console in the whole world,loved it playing at 4k on my giant 85 inch sony bravia that i bought from amazon too. Thanks amazon i love you and sony. Fr fr tho no cap bring back the regular drops. i dont like this invite thing,4.0 out of 5 stars,"October 9, 2022",el negron,https://www.amazon.com/gp/profile/amzn1.account.AHW3CGA6EDLTOIOLA4CAVXX7NT7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
19,PlayStation 5 Console,GOOD BUY,SO FAR SO GOOD!,5.0 out of 5 stars,"October 15, 2022",P.L.,https://www.amazon.com/gp/profile/amzn1.account.AG554B4O3KQBGYV6GDM6ODHAIWKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
20,PlayStation 5 Console,This game console graphic looks great,"I eventually acquired this long waited PS5 console in August thru Amazon invitation request signup in July. Compare to playing some fighting RPG games supporting 4K using the Dell 32 inches 165 Hz 2K VA panel monitor , this game console graphic looks very much better when viewing in the LG OLED C1 4K TV, especially in the dark or night scenes gameplay.",5.0 out of 5 stars,"September 14, 2022",K. Chau,https://www.amazon.com/gp/profile/amzn1.account.AHHQYZUGCZGGDWJIYQEGZCWTW22Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
21,PlayStation 5 Console,Real deal,"Had to wait for an invite, but Worth it not over paying for PS5",5.0 out of 5 stars,"October 7, 2022",Matthew Choiniere,https://www.amazon.com/gp/profile/amzn1.account.AGLJLQVJGQCLDDPFKR4PL2U6MVUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
22,PlayStation 5 Console,Couldn’t be more happy with this purchase,Arrived exactly as it should 👏,5.0 out of 5 stars,"October 12, 2022",Gabe A,https://www.amazon.com/gp/profile/amzn1.account.AG2MPKTLQC32Z4QRCG2ORK3CELRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
23,PlayStation 5 Console,Muy buen equipo,Muy buen equipo...gracias x la invitación,5.0 out of 5 stars,"October 6, 2022",Diego Salazar Dillon,https://www.amazon.com/gp/profile/amzn1.account.AG35OLYZB7UQEXW4T62GFJD7L5BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
24,PlayStation 5 Console,Great Machine,Very good next gen system.  Fast loading times and wonderful graphics to boot.  Very happy that I made this purchase!!,5.0 out of 5 stars,"September 29, 2022",Decipher G,https://www.amazon.com/gp/profile/amzn1.account.AGZT7J5EPUQ7BPC2BYL4LWPNSUDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
25,PlayStation 5 Console,Easy to setup,"It's pretty big in size but I was able to sit it on the fireplace mantel with ease.  Otherwise, we love our PS5, and it's great company while rehabbing.  It also connected easily to our network.",5.0 out of 5 stars,"September 21, 2022",Splen,https://www.amazon.com/gp/profile/amzn1.account.AHCBCGXYZK5B53FM53RYJV4IBDMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
26,PlayStation 5 Console,Wow,Surprised by Amazon with keeping in contact with me once on the list. Controller has a sticking issue but contact cleaner should fix that. Came on time and in great condition. No complaints. I just wish the description when I ordered was more informative (example: HDD size or with/without disc drive). Thank you,5.0 out of 5 stars,"September 10, 2022",J.C.,https://www.amazon.com/gp/profile/amzn1.account.AGSW5UNBDAS65KUDQG6NFUTJJV3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
27,PlayStation 5 Console,Worth the wait,Great graphics!!,5.0 out of 5 stars,"October 9, 2022",Abby,https://www.amazon.com/gp/profile/amzn1.account.AEHKHKOS2ST2G32KUIJI3MG4D25Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
28,PlayStation 5 Console,Very Nice!,In love with this console. Can’t recommend it more it’s the best money I ever spent,5.0 out of 5 stars,"September 30, 2022",Spencer Elliott,https://www.amazon.com/gp/profile/amzn1.account.AESHWT2JQ6P5Q2NVSEC7T7A3ZEOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
29,PlayStation 5 Console,Hdmi issues,"Product worked fine for 6 months, switched the console to a different tv and lost hdmi signal..had to be sent in for repairs",4.0 out of 5 stars,"October 6, 2022",Harlee,https://www.amazon.com/gp/profile/amzn1.account.AHVMZSXFRTQURGMCDCJGGY4ONLPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
30,PlayStation 5 Console,🔥🔥🔥🔥,Once you finally get it… it’s legit. Nothing else to say on this one!,5.0 out of 5 stars,"September 24, 2022",jm,https://www.amazon.com/gp/profile/amzn1.account.AGUU26DXVTXXL5DF6DJPSLMAZLHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
31,PlayStation 5 Console,Exactly as advertised,Put in you invitation request it only took 4 months,5.0 out of 5 stars,"September 30, 2022",mikeheral,https://www.amazon.com/gp/profile/amzn1.account.AFCVWARSBXCNUEAKYQ5SSER4PNVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
32,PlayStation 5 Console,Ps5,Much faster than. The ps4 just really big,5.0 out of 5 stars,"September 25, 2022",Emmanuel chavez,https://www.amazon.com/gp/profile/amzn1.account.AF72CK5IPKJQASPPNNB674DWYQHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
33,PlayStation 5 Console,Be sure to update first,"When I was finally able to get my hands on a PS5 console my kids wanted to get straight to playing the games and skipped a lot of the setup.  Lots of freezing and bugs initially made me think I had a hardware problem and needed to return it but tunrs out we just needed to update the firmware.  PS has fixed a lot of bugs and I can't stress how important updating the console is before you play - just update it first and save yourself the frustration.The console iself is quick, graphics amazing - everything you would expect but the thing I took notice of the most is the haptic feedback and adaptive triggers of the new pad... you'll just have to expeience it yourself.  The price is a bit high especially since most consoles are now coming from resellers.  Amazon has implemented some new policies for invite-only and seems to be getting control over this now but even at MSRP $500+ after tax is steep.",5.0 out of 5 stars,"August 14, 2022",H Du Bois,https://www.amazon.com/gp/profile/amzn1.account.AETNX5HNRXEACHEZ6QHY4OLDYZKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
34,PlayStation 5 Console,Love it,Very nice console,5.0 out of 5 stars,"October 1, 2022",sillyguyy1970,https://www.amazon.com/gp/profile/amzn1.account.AEADEJFJ4B5LVX5KATXUNSWCUHYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
35,PlayStation 5 Console,Amazing Console!,Absolutely lovely console with great graphics and an amazing new controller! Love it and can’t wait to play it more!,5.0 out of 5 stars,"September 16, 2022",Lord10,https://www.amazon.com/gp/profile/amzn1.account.AEA6WTOV3XOFRLOI3CW2G5V4GIHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
36,PlayStation 5 Console,I just set-up the system,I got the item and it's working well. I'm Extremely Enjoying It!,5.0 out of 5 stars,"September 22, 2022",Brandon Jordan,https://www.amazon.com/gp/profile/amzn1.account.AFVICXNG6FIPGYBQWS6PVSYEDIXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
37,PlayStation 5 Console,Amazing,So much fun!,5.0 out of 5 stars,"September 30, 2022",joshua,https://www.amazon.com/gp/profile/amzn1.account.AFNGYATR6UEPD3SD4PAWDGZ6AJTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
38,PlayStation 5 Console,My favorite console,Honestly have loved my ps5 so much so glad I got this and not the Xbox my personal favorite game right now is warzone so if you get one I recommend you play it,5.0 out of 5 stars,"September 14, 2022",Mike Boyles,https://www.amazon.com/gp/profile/amzn1.account.AGRMVPV5X5A42TXIP24LJV6JCFTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
39,PlayStation 5 Console,I got it for my son,N/a,4.0 out of 5 stars,"October 27, 2022",Lisa Jones,https://www.amazon.com/gp/profile/amzn1.account.AFXUCAFABCASJSSEZKA2NSJLRHGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
40,PlayStation 5 Console,Worth The Wait,"Searched for this about 3-4 times a week since it came out and finally got it about 2 weeks ago.  Was easy to transfer from PS4 to the new one and was able to pick up God of War right where I was.  I'm a pretty mild user but I've played this everyday since I've gotten it.  Amazingly fast.  The controllers are the best I've ever used.  Amazon finally put something up to request an invitation to get one and was pretty excited to finally get it.  I refused to buy from the scalpers.  It's a shame these aren't in the hands of everyone that wants one but there's tons for sale for ridiculous prices. It is huge, comes with a base if you're laying it on its side which is weird.  It's PS4 but on steroids.  Got Spider-Man next and I'm excited for the first real PS5 game.",5.0 out of 5 stars,"July 29, 2022",Thomas,https://www.amazon.com/gp/profile/amzn1.account.AFEWY5CWMSR6HIGQ46THMU5EVQJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
41,PlayStation 5 Console,"Great console, mostly","Wish PS5 versions of games wouldn't take away your trophies, and the loading times are not non existent as claimed but they are much better. Overall I love it, controllers are more ergonomic",4.0 out of 5 stars,"September 12, 2022",Dreama Wright,https://www.amazon.com/gp/profile/amzn1.account.AHIVOKSHFN7K7N3S2M5GUI4Q3Z4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
42,PlayStation 5 Console,Thankful!!!,Love it thanks Amazon I really appreciate it!!!!,5.0 out of 5 stars,"September 22, 2022",Cornell,https://www.amazon.com/gp/profile/amzn1.account.AGP6WVFO2FFTBO746B4JGA5EW23A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
43,PlayStation 5 Console,Super!!,Llego muy bien y en el tiempo estipulado y con el precio correcto en el mercado. Muchas gracias.,5.0 out of 5 stars,"September 20, 2022",Yeltsyn Tacuma,https://www.amazon.com/gp/profile/amzn1.account.AFRUQRVJJOA7QSKWS5XTBCO7MEGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
44,PlayStation 5 Console,Excelente!,Ps5 in perfec Condintion !,5.0 out of 5 stars,"September 25, 2022",carlos,https://www.amazon.com/gp/profile/amzn1.account.AFYDRXSHNEVTQWAME3EPFX6IXUAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
45,PlayStation 5 Console,Game play,Happy that we finally received our console. It is beautifully shaped. The game play is smooth and ready to control.,5.0 out of 5 stars,"September 14, 2022",Regina Bussey,https://www.amazon.com/gp/profile/amzn1.account.AE7Y6G2TKARKULCWIHVYTL7E2GPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
46,PlayStation 5 Console,Surprised that my name came up so quickly,"My PS4 got the ""Blue Screen of death"" so I was going to buy another one to replace, but I thought why not sign up for the PS5. I'm glad I was patient waiting for the PS5. I really got lucky judging by some of the comments about waiting for in 'invite"" I got notified in about 3 days and. I purchased immediately. Still being pessimistic on whether they would actually ship one. When I got noticed it was on the way, Wohoo!!!!!. Load times are faster, graphics excellent.",5.0 out of 5 stars,"August 27, 2022",Kenny,https://www.amazon.com/gp/profile/amzn1.account.AFUIZZWMS2DWBUY77PXWETPRJHLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
47,PlayStation 5 Console,Psp better,Yes.,5.0 out of 5 stars,"September 28, 2022",Julian Garcia,https://www.amazon.com/gp/profile/amzn1.account.AHKSOGBA5GAWZUOZJGZ4TQYZT2UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
48,PlayStation 5 Console,Video games are super cool,I like video games and this new console plays video games that I like and it’s pretty cool. 10/10 video games,5.0 out of 5 stars,"September 10, 2022",Peter Irons,https://www.amazon.com/gp/profile/amzn1.account.AGY6QL4UWGS7YLVD3BDPTRYO3EZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
49,PlayStation 5 Console,Great price on Amazon,"What can I say it is a brand new PS5 for $500, what’s not to love ❤️",5.0 out of 5 stars,"September 17, 2022",L. amacker,https://www.amazon.com/gp/profile/amzn1.account.AE7WIZBUSDTWS7NC2WBWO5IDNW3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
50,PlayStation 5 Console,Awesome and very fast loading,"Was waiting for invite to buy, checking everyday finally came through and the madden football in incredible gameplay is much better, completely upgraded from ps4 console. Thx amazon",5.0 out of 5 stars,"August 30, 2022",herbie,https://www.amazon.com/gp/profile/amzn1.account.AEIGZ2I2VNGRZ2OTCPHYKAWD6APQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
51,PlayStation 5 Console,Amazing,"Amazon to the rescue after a year and a half of waiting to find a system. The ps5 is truly something special. You would be hard pressed to build a pc of this quality for $500. Yet thats what Sony has done for you here. It loads games within seconds, not minutes like older systems. Its only downside would be storage capacity but Sony recently unlocked the drive bay and thats no longer a issue either. This is built for PSVR2 and it shows.",5.0 out of 5 stars,"August 14, 2022",mk,https://www.amazon.com/gp/profile/amzn1.account.AFVV7UXDJE7WJC6QUQQ4TORL2ZIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
52,PlayStation 5 Console,Espectacular,Total mente increíble,5.0 out of 5 stars,"September 22, 2022",Christian Mendoza Gómez,https://www.amazon.com/gp/profile/amzn1.account.AFBDDY6S6JJFE52ARLFJX4HCJ3OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
53,PlayStation 5 Console,Finally Fiance Is Happy!,"We waited over a year for this item! I was on waiting lists for a while and well, we finally got it. Fiance is happy and takes care of it like its Gold!",5.0 out of 5 stars,"August 28, 2022",Amanda Flores,https://www.amazon.com/gp/profile/amzn1.account.AEK37NAFPECZVGJRO3FN64OHUNMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
54,PlayStation 5 Console,I was skeptical at first,Given the price I was really skeptical that this was legit and not just a PS5 box full of rocks. I was so happy to get the invite (less than a month on the list) and make the purchase. The box arrived perfectly fine and the system works great! The kids are loving it! I didn’t have a grand to drop on a system so I was really happy to be able to buy this for us at such a great price.,5.0 out of 5 stars,"August 23, 2022",Aimee,https://www.amazon.com/gp/profile/amzn1.account.AGNC4I4R4BLDC5IO6QTBWA65P3LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
55,PlayStation 5 Console,"Arrived in 24 hour, no damage to box","UPDATE: PS5 shut off and wouldn’t turn back on only had it for a couple of days.Something internally wrong with console tried all powershooting and still only hear the buttons turn on, based on some random reviews on google this is a known problem with some consoles but not all of them.IF you have this issue just return it and get another. Do not try to trouble shoot and keep it unless it’s a minor issue. Again this is my second console the first one is over a year old and never had this issue.If you keep it and it randomly has problems remember  your warranty is only valid for one year!I’ve had large boxes damaged with amazon kind of crushed. No issues with this box.PS5 box intact within the inside.Plays great no damage.No rattling noise once removed from the box.I recommend.I waited a few days to make the review.This is my second ps5 first was originally ordered directly from Sony last year.",5.0 out of 5 stars,"July 20, 2022",Delandria,https://www.amazon.com/gp/profile/amzn1.account.AHZL7QJQ3GFHE3A4INK4FHPGZUNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
56,PlayStation 5 Console,Love this console!,Whats not to like about a sony playstation 5 for retail?!,5.0 out of 5 stars,"September 9, 2022",sheldon fraser,https://www.amazon.com/gp/profile/amzn1.account.AGVFW5BU33QDBHKVVWQJGBMWXEBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
57,PlayStation 5 Console,PS5,Just as amazing as the four PlayStations before this one... First have make sure it's Horizons West,5.0 out of 5 stars,"September 8, 2022",Mark Smith,https://www.amazon.com/gp/profile/amzn1.account.AEGPYHHCWRKYQOYRN4PMOH3SRVGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
58,PlayStation 5 Console,Dualsense controller is the next big thing,Is too big but great system,5.0 out of 5 stars,"September 15, 2022",Jake,https://www.amazon.com/gp/profile/amzn1.account.AERTRLIKSZRRISKUDT4D7QBTQ5NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
59,PlayStation 5 Console,I finally got a PS5,I wasn’t sure I was going to get one but I finally did. The only thing I dislike is the size of it. Why does it have to be so big? It was hard to place but other than that I really like it. It is fast and the controller is better than the PS4 controller. It is a really good console. If you can afford it you should get one.,4.0 out of 5 stars,"August 11, 2022",Michelle R.,https://www.amazon.com/gp/profile/amzn1.account.AE4PPNO7ZSET2AV2NQJJDHS4GHPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
60,PlayStation 5 Console,Fast and Handled with Care.,Right to my front Door. 1 Controller 1 Stand. 1 HDMI cable. 1 AV power Cable. And of course One big Beautiful PlayStation 5. Bigger than the old Xbox og.,4.0 out of 5 stars,"August 22, 2022",Kyle,https://www.amazon.com/gp/profile/amzn1.account.AHNSE3YERY7O7CM2S3FIDMJGWSSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
61,PlayStation 5 Console,Great product and great service.  Thanks Amazon!,I received my ps5 almost a month ago and I love it already.  Amazon sent me an invitation in under a week and I received my console two days later in perfect condition.  I'm really impressed all around.,5.0 out of 5 stars,"August 24, 2022",Terrence,https://www.amazon.com/gp/profile/amzn1.account.AGWIXRGCNZFPYAZ5WTUAIVKB6LAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
62,PlayStation 5 Console,PS5 en perfecto estado,"El equipo llego en perfecto estado, sin problemas de ningun tipo.",5.0 out of 5 stars,"September 9, 2022",Darwin Hernandez,https://www.amazon.com/gp/profile/amzn1.account.AEGANYBMYHE4EBAJ2OW3ENOKAY5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
