product_name,review_title,review_comment,review_rating,review_date,user_username,user_profile_url,verified_purchase
Apple AirPods Charging Latest Model,Good,Very nice,5.0 out of 5 stars,"October 22, 2022",Michell,https://amazon.com//gp/profile/amzn1.account.AEOGHBXQK7HNVIS6PGODKRV5CACA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Doesn't last long or stay connected,I was excited to get some airpods but they don't seem to work very well outside and the battery doesn't seem to last as long as they claim. You would think that they would make quality products since they got rid of the headphone jacks but it is just another money grab!,1.0 out of 5 stars,"October 22, 2022",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFGUKN3RYSJMN6WZ6KUZ3S6FSJ3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,It  sounds great,Love it,5.0 out of 5 stars,"October 22, 2022",Jijie Poinson,https://amazon.com//gp/profile/amzn1.account.AHOBSHATM7ZFNF2OUEP7PMH7CGZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Works Great,"My grandson has an iphone 11, received these as a birthday gift and he loves them.",5.0 out of 5 stars,"October 22, 2022",Pat,https://amazon.com//gp/profile/amzn1.account.AF6S54FC3ZZB4MOAWDX4LDPIS4DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Love my buds!,Quality product,5.0 out of 5 stars,"October 21, 2022",Pony191,https://amazon.com//gp/profile/amzn1.account.AES6V3DCELOMTEUZ5TBJBALNVLJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,So happy I bought these!,"Package came in original Apple packaging, everything was new and sealed .  Everything works perfectly well!!!  Awesome deal  will be buying for the hubby",5.0 out of 5 stars,"October 21, 2022",Jasmine,https://amazon.com//gp/profile/amzn1.account.AHJYPEDIQDP3XYI6KUHTYNBN45ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,I Expected More out of Apple,I finally got some AirPods since everybody seems to be using them. They aren’t the best. They don’t stay in your ears as good as they make it seem. But the sound quality is good.,4.0 out of 5 stars,"October 21, 2022",Shy Jay,https://amazon.com//gp/profile/amzn1.account.AEJR5QEENIEMJASOWWVZ3WUEPCKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,These are a must have,I put off buying these for a while and wish now I would have bought them sooner! Great sound and a great product!!!,5.0 out of 5 stars,"October 21, 2022",Todd Miller,https://amazon.com//gp/profile/amzn1.account.AGKOXNMGVRHXNKFSFKQP3APJJ26Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Not a good product.,Stopped working after 2 months.,2.0 out of 5 stars,"October 21, 2022",ray,https://amazon.com//gp/profile/amzn1.account.AGMCATTUZXB4QFZ76ZYZJUFEIEDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Perfect,Came brand new and beautiful!,5.0 out of 5 stars,"October 21, 2022",Nicholas,https://amazon.com//gp/profile/amzn1.account.AFEP3FV4DS6DTC4XIAMUIVPQ5K5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Original and best for price,Got it on a deal. Work well and does the job,5.0 out of 5 stars,"October 21, 2022",Zee,https://amazon.com//gp/profile/amzn1.account.AEZ5C76GFGF45CMEOWTMS7GRGNNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,They are great you could still hear what’s going on out there,I like they were not expensive the price was affordable the sound is ok and I don’t like they don’t last a long time battery thanks.,4.0 out of 5 stars,"October 21, 2022",Molly Franko,https://amazon.com//gp/profile/amzn1.account.AEMUNWIEEE73I5RGNTH6VMFHBLNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Perfect,Perfect and fast delivery. Would buy from this seller again. Thank you.,5.0 out of 5 stars,"October 20, 2022",Charmedlife,https://amazon.com//gp/profile/amzn1.account.AHZQI6ZI4KY3Q4FW7YAAE6YKPGZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,"overall, pretty good","It has shorter battery life compare to 3rd generation, but it does it’s job and I got it for good price. So nothing to complain.",5.0 out of 5 stars,"October 20, 2022",Qiu,https://amazon.com//gp/profile/amzn1.account.AGQBB2L3JU2UZ7S24DW3IWBK7UHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Fake?,I couldn’t even pair with my iPhone and iPad,1.0 out of 5 stars,"October 20, 2022",MC,https://amazon.com//gp/profile/amzn1.account.AHDGQPTFGJQ675JPID3EOJ4ZFJ5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Unfortunately very bad quality,Im apple user and i love apple productsThis item very bad in quality and noise cancellation I think it’s worth 10$I don’t recommend and I recommend the new generation headset,1.0 out of 5 stars,"October 20, 2022",max,https://amazon.com//gp/profile/amzn1.account.AGROOP5NQLIUF6HCHTK2BBIXXEAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,A good but not perfect product,"This product really gives a good first impression.  - No trouble at all connecting like other Bluetooth devices where you kinda have to brace yourself to deal with trouble connecting  - The battery life is great too: you can go for around 2 days without charging.  - But the sound quality wasn’t like ~great. It’s just like the regular EarPods. No bass, no pop, just mediocre sound qualityBut the more you use it, you’ll find more trouble: especially with the auto-connect feature  - I like to watch youtube on my iPad while I’m watching lectures or on a Zoom call.  - And these Air Pods really struggle with, which devices am I gonna connect to.  - It’s kinda annoying to have to manually switch between devices (and it lagged too)  - I think this is kinda short-sighted of Apple since it’s pretty clear that their users are likely to have an ecosystem of Apple products already and like to use them simultaneously.2nd problem: you don’t know if it’s connected or not  - This has happened a couple of times: when I have my laptop and iPad, both devices will show that the AirPods are connected.  - But it’s a guessing game of which audio it’s gonna play.  - So many times when my laptop just plays the audio out loud and I have no idea.  - There’s no way for me to check if the audio if from my mac or is it from my earbuds.Overall: It's pretty affordable Apple wireless earbuds in comparison to other models. So if you're on a budget and dying to have decent wireless earbuds, go for it. I would not recommend it if you're looking for really good sound quality and noise-canceling earbuds.",4.0 out of 5 stars,"October 20, 2022",Krystal Nguyen,https://amazon.com//gp/profile/amzn1.account.AEZVUDW66F65E3URV537APGV3EOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Good buy,Worth the money ..well spent no complaints 3months still working fine!,5.0 out of 5 stars,"October 20, 2022",S.L,https://amazon.com//gp/profile/amzn1.account.AEMRNBGPSGCUCBH2P47KMPSJFDHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,it is what you expect,good,4.0 out of 5 stars,"October 20, 2022",Giorgi Eliadze,https://amazon.com//gp/profile/amzn1.account.AEU5PGVDJRWMUNYW6QWMJB2R54KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Great,I went from Samsung galaxy buds to these. Everything is awesome but the battery life is so short,5.0 out of 5 stars,"October 20, 2022",Rylee Howsare,https://amazon.com//gp/profile/amzn1.account.AHTJ66NOP36HENNZOMKPUKRCITPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,So far so good!,I have been wanting these for a while but I waited for a sale.  Now I wish I would have bought them sooner .... love them,5.0 out of 5 stars,"October 20, 2022",Jessica,https://amazon.com//gp/profile/amzn1.account.AGY5WPTQOUIUU4DGOKDHDSWOWYLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Very Disappointed,"AirPods have always been a complete disaster. I’ve had three pairs of these over the years and they are all share the same trait: ABSOLUTE CRAP. I rarely use them anymore and I will never buy them again or recommend them. They are a complete rip off for the price you are paying. Apple only made the thing for pure profit and nothing else. Do not be fooled by the ads on tv for airpods, they are full of a bunch of bs and make them seem ages better than what they actually are. The build quality is ok. The sound quality however is terrible. The mids are ok but there is one thing that pisses me off, airpods HAVE NO TOP END. None. 0. They sound terrible. They sound like regular old earbuds in the sound quality department. Definitely not $130 “headphones.” If you could even call them headphones. The third problem is the way they fit in your ears. They fit like crap. They never feel like they are truly in the right spot and they constantly move around and shift position. And the sound gets worse every time they move. So you have to fiddle around with them to get them in the right spot to delver the best possible sound. The fourth problem is the way they preform around noise. Even since the first time I got airpods, I only liked using them in a near silent room. If you try to use them where there is a bunch of noise or if you are outside and it’s noisy, you have to jack the volume way up. Making the sound even worse. The more noise you have, the more of the top end disappears. For example, if you are outside and you are on your morning run (which is what I was looking forward to using these for when I first got them) you might as well forget it because all you will hear is the upper mids and treble. And trying to adjust any audio settings to fix that problem makes them sound even worse. The fifth problem is the battery life. The battery life is mediocre. And that is a generous statement. Under normal use (for me anyway), The case needs charging about once a week which isn’t bad. But that actual AirPods are not good. I normally have to charge these about twice a day sometimes even three times. The batteries in them are not meant to last. The more you use these, the less they hold their charge. It’s ridiculous. When I first got them, I could go a whole day without having to charge them and now I Cant go a full day without having to charge them at least twice. It seems to me that Apple designed the battery in these to absolutely kill itself right before they release a new version of airpods. So that way everyone will happily fork over hundreds of dollars to get the next pair of overpriced ShitPods. Yes, you may look cool wearing them. But here is a fact, no one hates airpods more that people who own airpods. If I pay $130, I better be getting some very decent headphones. But no. These are crap. Back in 2012, I bought an iPhone 4s and it came with a pair of standard Apple earbuds. I still own those earbuds. What makes me frustrated is that those earbuds from 2012 sound ages better than the CrapPods. I’d AT LEAST expect the sound quality  to be the same if not better than some $15 earbuds from 2012. The bottom line is: do not buy these if you are looking for some actually decent headphones. It will save you a lot of time and money. There are so many better alternatives out there for the money. Don’t get ripped off. Don’t waste your money. Don’t buy airpods. Get something else.",1.0 out of 5 stars,"October 20, 2022",Andrew,https://amazon.com//gp/profile/amzn1.account.AEPSBHYYYKYN3KW7EXDJSKOARGBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,False
Apple AirPods Charging Latest Model,Product sent & didn’t work,Left airpod isn’t charging and doesn’t play music - opened box and showed a charge but didn’t work. Tried charging and still doesn’t work. Never used.,1.0 out of 5 stars,"October 20, 2022",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHVGM2Q5VOKCLSJCDQGLV4YMBPZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,G,Eve,5.0 out of 5 stars,"October 20, 2022",Jennifer Martinez,https://amazon.com//gp/profile/amzn1.account.AFGVAADVGJTTOZQ4HLSBFBM3TGWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,"Great, perfect, amazing","Great, perfect, amazing",5.0 out of 5 stars,"October 20, 2022",david hernandez,https://amazon.com//gp/profile/amzn1.account.AH67GVA5FV3UEIX6V3CQCZSPOT4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Mic stopped working well after 6 months,Mic stopped working well after 6 months. disposable,1.0 out of 5 stars,"October 20, 2022",Germano Ribeiro,https://amazon.com//gp/profile/amzn1.account.AFM6KRNCCXN6U4AEYE6Y6NMIGZ5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,like,Item is of exemplary quality! Very appealing packaging. Delivery was very swift. Seller is sterling.,5.0 out of 5 stars,"October 20, 2022",Saroj Singh,https://amazon.com//gp/profile/amzn1.account.AE2A6R4Z4F5KHOKDJGY53BL5WFQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Airpods,"These are pods have great sound, fit perfect to ears! Love these more than newer generation pods! Highly recommend",5.0 out of 5 stars,"October 20, 2022",Meka_Naturally,https://amazon.com//gp/profile/amzn1.account.AF5QFNA24CHJYGXIKN5HKPN76RSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Good value as opposed to high-end AirPods.,"These are pretty much as we expected. Good but not great noise canceling, good quality.  The storage case is awesome with the magnetic closure.",4.0 out of 5 stars,"October 20, 2022",Cynthia Cooper,https://amazon.com//gp/profile/amzn1.account.AE6H3OOIOMANNTM445Q2CSHO3PYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Great Gift,"Got this on Amazon deal days for my boyfriend. He says they work great, and he uses them all the time. Easy to Bluetooth as wel!",5.0 out of 5 stars,"October 19, 2022",Adriane Cole,https://amazon.com//gp/profile/amzn1.account.AGDRBXZC5GSAMBPWZTZHRGTEK4XQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Toiletpods,Apple ToiletPods!! The worst apple product but yeah next to new iPhone heating shut down! Those AirPods only stays in here if you do not know who your breath! If you stand over the toilet it will drop in! It does look nice but once it’s in the toilet it look like💩 n Becomes Doodoo pods! Do not buy because you will lose it in the toilet and then flush it away!,1.0 out of 5 stars,"October 19, 2022",omarfist,https://amazon.com//gp/profile/amzn1.account.AG5YMRKJCA2T45HTADUFYE77FPLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,False
Apple AirPods Charging Latest Model,A great classic,"I actually prefer this generation of AirPods since its not noise cancelling. You can be more aware of your surroundings, especially for someone living in a big city",5.0 out of 5 stars,"October 19, 2022",Emily Sanchez,https://amazon.com//gp/profile/amzn1.account.AFPFXPQSIFBI2ARCNE2ZH6U6PYDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Airpod stolen during delivery,My package came in. I opened the box and the actual airpod case and charger werent in there..,5.0 out of 5 stars,"October 19, 2022",Emmanuel Suarez,https://amazon.com//gp/profile/amzn1.account.AENZK4GVEQJZY6N3K3HMYJESFEJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Best Wireless Earbuds,I’ve had these airpods for around two years now and have never regretted buying them once. I use them basically everyday with all my devices and have never had a problem. The battery lasts me a few days and I rarely have to charge them.,5.0 out of 5 stars,"October 19, 2022",Sarah,https://amazon.com//gp/profile/amzn1.account.AEFFY3IVMOP7LUVHFINWBTRGLYGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,They work good at the battery life was longer,They work fine for me. They just needed to have the battery life longer.,5.0 out of 5 stars,"October 19, 2022",Terrilynn W.,https://amazon.com//gp/profile/amzn1.account.AFO2ILK5LQS3WX7NLVTJ3PH5YE4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Happy Grandson,Gift for my grandson he seems extremely happy with them.,5.0 out of 5 stars,"October 19, 2022",Kelli Florey,https://amazon.com//gp/profile/amzn1.account.AFH5LNDH6DXROBZZQ6QX2PBEGNFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Good,"It's pretty good, but I was expecting something better from an apple product.",4.0 out of 5 stars,"October 19, 2022",MARCELO CAMPOS,https://amazon.com//gp/profile/amzn1.account.AGR5XWHQZF6QDNA5XYSKVNCO4NRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Do these fit your ears?,If you have a small ear canal these may not fit in properly.,3.0 out of 5 stars,"October 19, 2022",polyrep,https://amazon.com//gp/profile/amzn1.account.AG7WCECJ2GLAGGJ4K6V3EIBP44JA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Purchased 7 months ago and one doesn’t charge,I purchased these in March 2022 and the left earbud is no longer working only seven months later.,1.0 out of 5 stars,"October 19, 2022",Lola’s mom,https://amazon.com//gp/profile/amzn1.account.AEZATEJKZ2NRF7ZYA3XAVAYAPQZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,"Very good shopping experience, fast delivery, excellent sound quality of earphones","Very good shopping experience, fast delivery, excellent sound quality of earphones",5.0 out of 5 stars,"October 19, 2022",wangweiwei,https://amazon.com//gp/profile/amzn1.account.AHSVXC2VWUXUV6WOEN3FEP5UCPEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Only last a few months,I bought these in march and they only lasted 7 months it starts to have a choppy sound like it’s going out and I take very good of my electronics. Don’t waist your money bc they will not last long,1.0 out of 5 stars,"October 19, 2022",Sofia ,https://amazon.com//gp/profile/amzn1.account.AEFHFYDMWOLB2N6GIEKEQNYRKNBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Happy,Love my AirPods very convenient,5.0 out of 5 stars,"October 19, 2022",Ashley,https://amazon.com//gp/profile/amzn1.account.AG46NZ4XJCKO4NRNO5AQ7ILHDBKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,only worked on right ear,SECOND pair that only work on right ear.  Just don't want to return them again ...going to best buy to buy another pair.,2.0 out of 5 stars,"October 19, 2022",Kindle Customer,https://amazon.com//gp/profile/amzn1.account.AGDS6O65SOZN3DQLFCXVRTCAN7LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,They do not work,They do not work,1.0 out of 5 stars,"October 19, 2022",Amanda J.,https://amazon.com//gp/profile/amzn1.account.AEYF7O4OOEDPR2PMQDS3QY23L46Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Great AirPods,Great AirPods,5.0 out of 5 stars,"October 19, 2022",Feyadia Washington,https://amazon.com//gp/profile/amzn1.account.AHGDX6EM5GWG4YKV6Y7AM5YQOTYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,These are Awesome!!,Personal,5.0 out of 5 stars,"October 19, 2022",Pamela E. Jordan,https://amazon.com//gp/profile/amzn1.account.AEFISCV6KZA5FE5AJ5OMIRFQHJ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Great,Good job,5.0 out of 5 stars,"October 19, 2022",Ajiri,https://amazon.com//gp/profile/amzn1.account.AFPP4MA4JDS5R242CCT2UTYS7GTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Great,Nothing bettet,5.0 out of 5 stars,"October 19, 2022",Whendy,https://amazon.com//gp/profile/amzn1.account.AGLJMYN7BAKC2MJ5UDHUHMT55HPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Nothing like I thought it would be.,The battery life really sucks on these. After like 2.5-3 hours it’s telling you to charge it.Glad I got them on sale defintely wasn’t worth full price at all,3.0 out of 5 stars,"October 18, 2022",bri,https://amazon.com//gp/profile/amzn1.account.AE2J47XSH2J4ERJ65MOXVHQ6T5ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Very reliable,I love my AirPods,5.0 out of 5 stars,"October 18, 2022",Hakeema,https://amazon.com//gp/profile/amzn1.account.AE4JN3FDNB4NHO4OI7QPZPCGND5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Not the 2nd gen,These are advertised as the 2nd gen. They are indeed not the 2nd gen airpods.,1.0 out of 5 stars,"October 18, 2022",Lance,https://amazon.com//gp/profile/amzn1.account.AEJEE6LNBLAUVNICEW6QTKCGT5EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,they’re great.,the battery last me all day when I’m working!,5.0 out of 5 stars,"October 18, 2022",Zachary Pinkham-Johnson,https://amazon.com//gp/profile/amzn1.account.AHDFDZECEQDDDOFYSXCYK3IOSAOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Great!,As expected these are great earbuds,5.0 out of 5 stars,"October 18, 2022",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AG4B4QAABALZH2PCWMU2CTEUIB7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Raised Plastic On AirPods,"The media could not be loaded.
                



 I Ordered These During Prime Deals A Week Ago. My First Issue Was The Connectivity. Says It’s Connected But Sound Still Plays From My iPhone, Weird Right? The Second Issue Was The Right AirPod Has Raised Plastic That Cut My Ear & Caused Bleeding.(Didn’t Know I Was Cut Nor Bleeding Until I Removed The AirPod & Saw Blood) I Was Hoping For A Replacement Bc I Really Need Them But Sadly Amazon Is Refusing & Only Offering Me A Full Refund & Not Going To Honor My Repurchase At The Original Prime Sale Price. !DO NOT RECOMMEND!",1.0 out of 5 stars,"October 18, 2022",ItsMai!,https://amazon.com//gp/profile/amzn1.account.AETBCTJWNL4FCH2P6W7564WRGKIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Wife loves them more than anything.,She loves them so much she has them in constantly. She never hears me when I’m talking to her. I tend to scare her when I walk into a room and she doesn’t hear me.,5.0 out of 5 stars,"October 18, 2022",gerrit,https://amazon.com//gp/profile/amzn1.account.AEMEKCRWHQVVQZAMNYVNQ4J7ROXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Good,Item was of the most unrivaled quality! Fast delivery.,5.0 out of 5 stars,"October 18, 2022",jefri,https://amazon.com//gp/profile/amzn1.account.AE3PXABNGMIMJKCWQHPDXJTLTPAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,High quality sound but falls out to easy.,No,4.0 out of 5 stars,"October 18, 2022",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFOGU67U3EG7PJTK22UJ74RGTHYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Definitely good buy,I’m sick I lost these but ima buy some more they bomb,5.0 out of 5 stars,"October 18, 2022",kierra,https://amazon.com//gp/profile/amzn1.account.AETKQFLU7F7QJ5YUXUSYWZKYRS2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Nice ear buds,My daughter loves them. They are the real deal.,5.0 out of 5 stars,"October 18, 2022",Broomfield_CO,https://amazon.com//gp/profile/amzn1.account.AGZCBF64EB6BQLCUGFEYHYN6KGEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,A day late on shipping but i still Love them!,I love my AirPods they were a day late on the shipping but i wojt hold thst against them as i dont fully understand the shipping process nontheless they have great sound quality i love the battery life.,5.0 out of 5 stars,"October 18, 2022",shaahp,https://amazon.com//gp/profile/amzn1.account.AER74AK666NYKRK3TGJGSUIHXISQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,They are legit.,"They work, connected, and looked authentic. Wish I got these for $90 back then, but they’re a solid price for a solid pair of earbuds.",5.0 out of 5 stars,"October 18, 2022",Edgar Aleman,https://amazon.com//gp/profile/amzn1.account.AG2FZKAJG4KBDTH7XCUW5JAU4NTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Garbage,Dead in less then a year.  Problems began fast and never ended.  Sound awful. Now the most I can get is a whisper.,1.0 out of 5 stars,"October 18, 2022",Rock Chick,https://amazon.com//gp/profile/amzn1.account.AFYKHFATFWDCLERLKLV4QOI2PPEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
Apple AirPods Charging Latest Model,Awesome,"My son loves these.  Auto pause for audio, and they verbalize your text messages.  My son utilizes these with his iPhone 11 Pro.",5.0 out of 5 stars,"October 17, 2022",WHJE**,https://amazon.com//gp/profile/amzn1.account.AGVXX7VSUUK7TILYBIZ5674ZQJ4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,True
